date,time,NEE.south,R.south,GPP.south,NEE.north,R.north,GPP.north
2018-06-10,12:00,-0.137758,10.5436,-10.6814,1.2372,8.79671,-3.96849
2018-06-11,12:00,2.26354,7.77186,-5.50832,1.88586,6.96363,-4.95097
2018-06-12,12:00,-1.03461,8.8621,-9.89671,-3.44077,6.46162,-9.90238
2018-06-13,12:00,0.693235,6.85356,-6.16033,1.71324,5.24563,-4.17216
2018-06-14,12:00,0.517607,6.88221,-6.3646,0.440837,5.90709,-5.54537
2018-06-15,12:00,-0.357588,7.68935,-8.04694,-1.3695,5.85174,-7.22124
2018-06-16,12:00,-0.825457,7.7053,-8.53076,0.758505,6.18428,-5.59236
2018-06-17,12:00,0.992022,6.61877,-5.62675,4.17789,5.88017,-1.41231
2018-06-18,12:00,0.934108,6.06424,-5.19372,0.313642,5.63368,-5.17449
2018-06-19,12:00,0.649883,6.60961,-6.63801,-0.983724,5.88906,-6.85827
2018-06-20,12:00,0.386149,6.6735,-6.28735,-1.07712,5.00638,-6.0835
2018-06-21,12:00,-0.151519,6.19539,-6.34691,2.56945,4.27425,-1.7048
2018-06-22,12:00,0.40203,7.70656,-7.30453,-1.91996,5.34935,-7.26931
2018-06-23,12:00,1.4944,7.75357,-6.25918,-3.69321,5.82577,-9.51899
2018-06-24,12:00,2.91971,6.75641,-3.8367,-3.57768,6.86067,-10.4383
2018-06-25,12:00,1.04927,8.33389,-7.28461,-3.06877,6.99114,-10.0599
2018-06-26,12:00,1.52494,6.25129,-4.72635,-1.8135,7.76021,-9.5737
2018-06-27,12:00,-0.495761,9.23002,-7.16728,-2.59248,7.83434,-10.4268
2018-06-28,12:00,0.786025,8.70913,-6.70188,2.49054,9.65916,-7.16862
2018-06-29,12:00,0.408875,7.64822,-7.23935,-1.86562,6.30798,-8.1736
2018-06-30,12:00,0.422015,8.21853,-7.05358,-2.27631,5.73408,-8.01039
2018-07-01,12:00,1.21186,9.06022,-6.31788,-1.34018,6.97244,-8.31262
2018-07-02,12:00,2.08737,6.74622,-4.65885,-1.43921,7.26082,-8.70002
2018-07-03,12:00,2.11237,9.00658,-4.28824,0.330458,9.38767,-9.05721
2018-07-04,12:00,0.176984,9.85716,-6.91368,-1.58765,7.56394,-9.15158
2018-07-05,12:00,2.10077,9.93207,-5.19818,-1.51365,7.68332,-9.19697
2018-07-06,12:00,2.48639,8.32609,-6.53213,-1.26697,8.48703,-9.754
2018-07-07,12:00,0.355383,7.56004,-7.2687,3.95632,8.10019,-4.14387
2018-07-08,12:00,1.77486,7.94584,-5.14343,-0.346826,7.43301,-7.77984
2018-07-09,12:00,1.84167,7.03121,-5.38433,0.451325,7.73115,-7.27982
2018-07-10,12:00,1.14969,9.62554,-6.88202,-0.862925,8.60271,-9.46564
2018-07-11,12:00,2.91301,10.4286,-4.51061,0.560549,8.99195,-8.4314
2018-07-12,12:00,1.50434,10.5423,-6.24641,-0.436505,8.1691,-8.6056
2018-07-13,12:00,1.00699,9.6098,-6.12042,-0.393787,8.17928,-8.57307
2018-07-14,12:00,0.784101,9.52037,-6.52652,0.57771,10.7241,-10.1464
2018-07-15,12:00,1.62539,11.5087,-5.55397,0.951728,10.1756,-9.2239
2018-07-16,12:00,1.12826,10.3677,-4.90704,2.74384,11.7251,-8.98129
2018-07-17,12:00,0.740389,10.313,-6.48183,2.1198,10.2826,-8.16284
2018-07-18,12:00,-0.227362,9.12379,-7.43384,1.75902,10.4614,-8.70234
2018-07-19,12:00,1.10952,10.3774,-7.60397,2.77287,10.6553,-7.88244
2018-07-20,12:00,1.38385,9.56262,-7.21119,6.67297,11.5887,-4.91571
2018-07-21,12:00,0.879372,9.68092,-8.08286,4.60729,9.80727,-5.19998
2018-07-22,12:00,0.934753,9.39539,-8.37251,1.22948,7.61701,-6.38753
2018-07-23,12:00,2.0504,10.4535,-6.47844,1.64817,8.41053,-6.76236
2018-07-24,12:00,2.21965,10.9425,-6.17001,1.39589,9.38933,-7.99344
2018-07-25,12:00,2.96872,11.4774,-5.13485,1.32463,9.97324,-8.64861
2018-07-26,12:00,4.12937,10.9263,-3.05365,2.75296,10.8377,-8.0847
2018-07-27,12:00,2.91498,9.34713,-4.57453,2.41217,10.4692,-8.05704
2018-07-28,12:00,2.79715,7.62051,-3.68477,7.38999,10.4368,-3.04676
2018-07-29,12:00,1.741,7.18419,-5.35729,9.23074,11.346,-2.11523
2018-07-30,12:00,3.2555,7.40973,-3.90515,7.17185,12.0546,-4.88274
2018-07-31,12:00,2.44102,7.37276,-4.64231,2.96965,10.903,-7.93333
2018-08-01,12:00,1.88689,7.65164,-5.19013,3.65426,11.6045,-7.95026
2018-08-02,12:00,2.3606,6.50863,-3.93833,2.1392,9.58432,-7.44512
2018-08-03,12:00,2.74017,6.87369,-4.15052,2.93437,9.0437,-6.10933
2018-08-04,12:00,3.4632,7.17134,-3.66054,3.76686,9.53521,-5.76835
2018-08-05,12:00,3.73535,6.56314,-2.83384,3.01717,8.55691,-5.53974
2018-08-06,12:00,2.70334,6.77737,-4.06636,1.83535,7.13805,-5.3027
2018-08-07,12:00,2.65028,7.11077,-4.4605,1.70441,7.62057,-5.91616
2018-08-08,12:00,3.03426,7.22099,-4.13983,2.21495,9.78352,-7.56857
2018-08-09,12:00,3.15792,6.61692,-3.48395,1.04346,7.91734,-6.87388
2018-08-10,12:00,2.77661,6.29097,-3.5497,4.90564,8.46957,-3.56393
2018-08-11,12:00,2.3968,6.56619,-4.16939,1.22568,6.85508,-5.6294
2018-08-12,12:00,2.21353,6.58071,-4.36748,6.08621,6.41388,-0.327672
2018-08-13,12:00,3.0262,6.4326,-4.04509,-0.44626,6.27517,-6.72143
2018-08-14,12:00,1.91369,6.11202,-4.7114,4.06829,8.27877,-4.21048
2018-08-15,12:00,2.18836,6.13211,-4.51921,0.867847,7.62507,-6.75722
2018-08-16,12:00,2.93903,7.14296,-4.28019,1.30923,7.07864,-5.76941
2018-08-17,12:00,3.61391,6.96848,-3.35457,0.80395,6.23378,-5.42983
2018-08-18,12:00,3.76506,6.60633,-2.95184,0.842054,5.73613,-4.89407
2018-08-19,12:00,3.36292,6.627,-3.27527,0.0553048,6.16317,-6.10786
2018-08-20,12:00,2.40119,6.70175,-4.28096,-0.960816,5.68511,-6.64592
2018-08-21,12:00,3.01972,6.71017,-3.76519,0.00306059,5.9764,-5.97334
2018-08-22,12:00,3.05061,7.16304,-4.18362,-0.667573,5.07268,-5.74026
2018-08-23,12:00,2.44752,7.33768,-4.89287,3.286,7.2096,-3.9236
2018-08-24,12:00,3.26694,7.30477,-4.03783,2.39111,7.48442,-5.09331
2018-08-25,12:00,3.84397,6.83409,-3.11882,-0.195514,4.71346,-4.90897
2018-08-26,12:00,5.15877,7.70687,-2.63271,1.36717,5.05086,-3.6837
2018-08-27,12:00,3.37304,6.88899,-3.51595,1.12194,5.55424,-4.4323
2018-08-28,12:00,3.61657,6.26207,-2.6455,3.34409,7.19036,-3.84627
2018-08-29,12:00,3.40386,5.49676,-2.0929,-1.10989,5.62799,-6.73788
2018-08-30,12:00,2.24196,5.8879,-3.61498,3.00937,7.80426,-4.79489
2018-08-31,12:00,2.79169,6.60272,-3.99103,3.79557,6.0271,-2.23153
2018-09-01,12:00,3.42054,6.55018,-3.14017,-1.35471,5.47258,-6.82729
2018-09-02,12:00,4.2739,6.48078,-2.22623,0.222327,6.11723,-5.97456
2018-09-03,12:00,2.72277,5.33539,-2.62385,-0.947591,5.60397,-6.55156
2018-09-04,12:00,3.34119,5.63927,-2.29808,2.47451,9.00708,-6.53257
2018-09-05,12:00,2.76535,5.68031,-2.95441,1.8754,7.96185,-6.08646
2018-09-06,12:00,2.79808,5.21256,-2.41758,3.22523,7.26625,-4.04102
2018-09-07,12:00,2.0711,5.72031,-3.79927,2.363,6.54502,-4.25399
2018-09-08,12:00,3.05803,6.32633,-3.2683,1.73611,5.31403,-3.54651
2018-09-09,12:00,2.0203,5.42865,-3.35471,1.6629,6.14004,-4.47713
2018-09-10,12:00,2.22863,6.17119,-3.94256,1.64956,5.3114,-3.66184
2018-09-11,12:00,3.50708,5.28712,-2.21089,2.86622,5.37052,-2.5043
2018-09-12,12:00,3.14262,4.85511,-1.57516,-0.317004,5.08187,-5.39888
2018-09-13,12:00,3.01374,4.78692,-1.70406,-0.668297,4.52972,-5.19802
2018-09-14,12:00,3.17358,4.8075,-1.72618,-0.0609095,3.98352,-4.04443
2018-09-15,12:00,3.8344,4.9613,-1.17312,0.147484,4.39196,-4.24448
2018-09-16,12:00,4.28305,5.45315,-1.62267,-0.0252389,3.86231,-3.88755
2018-09-17,12:00,4.85172,5.43889,-1.10065,0.0254131,4.63057,-4.60516
2018-09-18,12:00,3.49108,4.75326,-1.5254,0.920235,4.99136,-4.07113
2018-09-19,12:00,3.5422,5.07754,-2.00126,1.2815,5.46854,-4.18704
2018-09-20,12:00,3.73562,4.7566,-1.40266,1.17209,3.84799,-2.6759
2018-09-21,12:00,3.01299,4.60239,-1.89108,1.9313,5.00103,-3.06973
2018-09-22,12:00,3.615,4.82586,-1.46702,0.590754,4.44362,-3.85287
2018-09-23,12:00,3.42541,4.66924,-1.26579,-0.0381705,3.93154,-3.96971
2018-09-24,12:00,3.37006,4.60111,-1.07645,0.812761,4.32361,-3.51084
2018-09-25,12:00,3.12463,4.59622,-1.33631,0.690046,3.20745,-2.51741
2018-09-26,12:00,2.01925,4.52288,-2.32204,1.62797,4.25682,-2.62885
2018-09-27,12:00,2.49937,4.24773,-1.5126,1.8797,4.41259,-2.53288
2018-09-28,12:00,2.76612,4.41473,-1.53969,0.606049,3.6323,-3.02625
2018-09-29,12:00,2.66321,4.21781,-1.51185,0.642504,3.00119,-2.35869
2018-09-30,12:00,2.23184,3.95814,-1.70918,0.234644,3.78545,-3.5472
2018-10-01,12:00,1.8623,3.87565,-1.96875,0.760273,4.2653,-3.50502
2018-10-02,12:00,2.27347,3.9618,-1.58702,1.82851,3.71412,-1.88561
2018-10-03,12:00,2.02415,3.95643,-1.74403,0.565677,3.491,-2.92533
2018-10-04,12:00,1.98472,3.71433,-1.67785,0.388334,3.00973,-2.62139
2018-10-05,12:00,2.37754,3.416,-1.0887,0.392726,3.8119,-3.41917
2018-10-06,12:00,1.939,3.17484,-1.15222,0.672606,3.11518,-2.44257
2018-10-07,12:00,2.1214,2.99371,-1.00934,-0.20887,2.66667,-2.87554
2018-10-08,12:00,1.96376,2.84302,-0.996823,1.51905,2.69599,-1.17695
2018-10-09,12:00,1.72566,2.96468,-1.17439,2.00826,3.29042,-1.28217
2018-10-10,12:00,1.76882,2.7813,-0.929623,1.39767,3.93226,-2.53459
2018-10-11,12:00,1.46872,2.81458,-1.50526,1.66238,4.05101,-2.38863
2018-10-12,12:00,0.533837,3.03564,-1.86985,1.70501,3.74064,-1.94581
2018-10-13,12:00,0.827028,3.03389,-2.04497,1.08853,3.59768,-2.49607
2018-10-14,12:00,1.08668,2.92194,-1.24888,1.32354,4.10437,-2.58279
2018-10-15,12:00,1.14314,2.72484,-1.20989,1.26557,3.7702,-2.50463
2018-10-16,12:00,1.17992,2.89557,-1.12488,1.77404,3.66219,-1.88815
2018-10-17,12:00,1.26661,2.84733,-1.1325,1.97918,2.95553,-0.915503
2018-10-18,12:00,1.69647,2.74782,-0.961848,0.950398,3.26262,-2.31223
2018-10-19,12:00,1.98623,2.45661,-0.563845,0.528343,2.56639,-2.08629
2018-10-20,12:00,1.92898,2.40274,-0.60885,1.0445,2.53995,-1.64642
2018-10-21,12:00,2.16615,2.50651,-0.425408,1.24935,2.30704,-1.10389
2018-10-22,12:00,2.64078,2.66266,-0.202437,0.811326,2.398,-1.62782
2018-10-23,12:00,2.01418,2.4498,-0.539057,1.28378,2.44298,-1.1903
2018-10-24,12:00,1.97228,2.35211,-0.519616,0.57387,2.36422,-1.91941
2018-10-25,12:00,1.99835,2.6731,-0.60335,0.664455,2.33125,-1.59319
2018-10-26,12:00,1.57325,2.21672,-0.539,0.209496,1.88068,-1.65771
2018-10-27,12:00,2.08301,2.5835,-0.633555,0.864547,2.07082,-1.20604
2018-10-28,12:00,1.71878,2.36827,-0.612441,0.77379,1.88439,-1.05123
2018-10-29,12:00,1.81625,2.00179,-0.396269,1.07429,1.98152,-0.907232
2018-10-30,12:00,1.56049,1.8811,-0.615322,1.09393,2.09448,-1.00055
2018-10-31,12:00,1.59203,2.03958,-0.712084,0.710424,2.04102,-1.33059
2018-11-01,12:00,1.19743,2.01385,-0.89484,0.78825,2.46193,-1.65895
2018-11-02,12:00,1.81309,2.16437,-0.350513,1.59196,2.57401,-0.867034
2018-11-03,12:00,1.34762,1.73174,-0.384123,1.13754,2.18241,-1.04487
2018-11-04,12:00,1.17318,1.83234,-0.659162,1.19091,2.26921,-1.07558
2018-11-05,12:00,1.17506,1.70483,-0.529772,1.55939,2.37312,-0.566799
2018-11-06,12:00,1.37387,1.83203,-0.458157,1.32605,1.89856,-0.588332
2018-11-07,12:00,1.32845,1.6768,-0.348359,1.65246,1.86164,-0.40084
2018-11-08,12:00,1.30384,1.67435,-0.370504,2.2232,2.03928,-0.0116699
2018-11-09,12:00,1.36201,1.66831,-0.306295,1.18601,1.79811,-0.366767
2018-11-10,12:00,0.917946,1.40905,-0.491107,1.20631,1.81732,-0.522123
2018-11-11,12:00,0.768809,1.21443,-0.445619,1.08902,1.6177,-0.48458
2018-11-12,12:00,0.917015,1.43884,-0.536921,1.63065,1.81451,-0.483126
2018-11-13,12:00,1.11788,1.29629,-0.178405,1.35427,1.69256,-0.55321
2018-11-14,12:00,0.878906,1.27523,-0.396322,1.12407,1.28204,-0.349796
2018-11-15,12:00,0.902186,1.23137,-0.329183,1.01914,1.7124,-0.902142
2018-11-16,12:00,0.943429,1.17641,-0.232981,1.08768,1.90865,-0.980539
2018-11-17,12:00,1.26491,1.4894,-0.224498,0.505381,1.6432,-1.04543
2018-11-18,12:00,1.22607,1.56328,-0.337201,1.02506,1.79458,-0.786114
2018-11-19,12:00,1.06578,1.27308,-0.207297,0.781699,1.36034,-0.766522
2018-11-20,12:00,0.80672,1.05721,-0.250488,0.870639,1.23666,-0.567817
2018-11-21,12:00,0.9888,1.14229,-0.153485,1.1368,1.25247,-0.500091
2018-11-22,12:00,0.891264,1.04989,-0.158631,1.12853,1.14641,-0.266391
2018-11-23,12:00,1.08236,1.33679,-0.254426,0.795461,1.3514,-0.345187
2018-11-24,12:00,1.1973,1.36023,-0.162939,0.902339,1.53705,-0.492496
2018-11-25,12:00,1.00712,1.05844,-0.0513166,0.785982,1.33083,-0.513028
2018-11-26,12:00,1.05341,1.18553,-0.13212,1.45315,1.63428,-0.28037
2018-11-27,12:00,1.61709,1.72293,-0.10584,1.14152,1.7548,-0.635029
2018-11-28,12:00,1.14077,1.26788,-0.127116,0.834197,1.4356,-0.558013
2018-11-29,12:00,0.950038,1.10254,-0.152504,0.681937,1.32607,-0.500353
2018-11-30,12:00,0.62481,0.869543,-0.244732,0.77692,1.26792,-0.401459
2018-12-01,12:00,0.550949,0.757945,-0.206995,0.728486,1.03075,-0.280416
2018-12-02,12:00,0.546304,0.763667,-0.217362,0.599027,1.05067,-0.382156
2018-12-03,12:00,0.562124,0.797371,-0.235247,0.662967,1.41444,-0.587723
2018-12-04,12:00,0.8693,0.910726,-0.041426,0.795029,1.18265,-0.478591
2018-12-05,12:00,1.15199,1.24518,-0.0931902,1.05018,1.30866,-0.570744
2018-12-06,12:00,1.3142,1.33657,-0.0223739,1.18168,1.3651,-0.475844
2018-12-07,12:00,0.478641,1.31198,-0.833344,0.976957,1.65913,-0.537876
2018-12-08,12:00,0.813406,1.08671,-0.2733,0.582126,1.56447,-0.855646
2018-12-09,12:00,0.989756,1.247,-0.257242,0.852018,1.58497,-0.819394
2018-12-10,12:00,1.44611,1.34292,-0.09807,1.06564,1.34631,-0.424826
2018-12-11,12:00,0.741466,0.916278,-0.155215,1.01585,1.05313,-0.188506
2018-12-12,12:00,0.309465,0.743975,-0.30143,0.658095,1.05034,-0.414361
2018-12-13,12:00,0.567951,0.706873,-0.0559471,0.863171,0.900861,-0.114289
2018-12-14,12:00,0.625609,0.672121,-0.0465122,0.625989,1.26898,-0.272048
2018-12-15,12:00,0.567288,0.696582,-0.129294,0.91549,1.23973,0.0676579
2018-12-16,12:00,0.471165,0.648293,-0.177128,0.758565,1.03045,-0.155076
2018-12-17,12:00,0.513218,0.704094,-0.190876,0.6245,0.626318,-0.315874
2018-12-18,12:00,0.939997,1.10493,-0.164934,0.87493,1.41287,-0.634935
2018-12-19,12:00,0.752964,0.979685,-0.226721,0.959935,0.994564,-0.354285
2018-12-20,12:00,1.34886,1.49246,-0.143606,0.915886,1.60461,-0.621714
2018-12-21,12:00,1.34472,1.52696,-0.182238,0.392418,0.964459,-0.545585
2018-12-22,12:00,1.09978,1.25427,-0.154494,0.651089,1.17403,-0.885869
2018-12-23,12:00,0.970821,1.14763,-0.176806,0.888375,1.57671,-0.507953
2018-12-24,12:00,1.14765,1.38524,-0.23759,0.760649,1.27109,-0.688973
2018-12-25,12:00,1.11358,1.24072,-0.127135,0.36005,1.28202,-0.934148
2018-12-26,12:00,0.771751,0.966382,-0.207028,0.830096,1.62507,-0.791045
2018-12-27,12:00,1.12436,0.909843,0.216513,0.914104,1.58196,-0.563089
2018-12-28,12:00,0.442989,0.631397,-0.178915,0.668679,1.51707,-0.363715
2018-12-29,12:00,0.246272,0.562222,-0.31595,0.58265,1.85352,-0.740025
2018-12-30,12:00,0.785214,0.757882,0.0273317,0.659792,1.28508,-0.645125
2018-12-31,12:00,0.529635,0.579852,-0.0502168,1.04152,1.66345,-0.801308
